id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
35693512,绝境盟约,,https://dou.img.lithub.cc/movie/35693512.jpg,2023-09-09(威尼斯电影节),https://movie.douban.com/subject/35693512/,0,"剧情,惊悚,传记",2,,,2024-01-07 20:56:18,2023 / 西班牙 美国 / 剧情 惊悚 传记 历史 冒险 / J·A·巴亚纳 / 恩佐·沃格里西奇 埃斯特万·比利亚尔迪
34874646,繁花,,https://dou.img.lithub.cc/movie/34874646.jpg,2023-12-27(中国大陆),https://movie.douban.com/subject/34874646/,0,"剧情,爱情",5,大上海,,2024-01-01 10:17:01,2023 / 中国大陆 / 剧情 爱情 / 王家卫 / 胡歌 马伊琍
4164444,127小时,,https://dou.img.lithub.cc/movie/4164444.jpg,2010-11-05(美国),https://movie.douban.com/subject/4164444/,8.1,"剧情,传记,冒险",4,,,2023-12-24 17:06:41,2010 / 美国 英国 / 剧情 传记 冒险 / 丹尼·博伊尔 / 詹姆斯·弗兰科 丽兹·卡潘
36686523,我的美食向导,,https://dou.img.lithub.cc/movie/36686523.jpg,2023-12-23(中国大陆),https://movie.douban.com/subject/36686523/,0,纪录片,2,弃,,2023-12-24 10:45:56,2023 / 中国大陆 / 纪录片 / 陈晓卿
36178641,三大队,,https://dou.img.lithub.cc/movie/36178641.jpg,2023-12-21(中国大陆),https://movie.douban.com/subject/36178641/,0,"动作,悬疑,犯罪",3,还行吧,,2023-12-23 09:28:10,2023 / 中国大陆 / 动作 悬疑 犯罪 / 邢键钧 / 秦昊 李乃文
35256092,河边的错误,,https://dou.img.lithub.cc/movie/35256092.jpg,2023-10-21(中国大陆),https://movie.douban.com/subject/35256092/,7.3,"剧情,犯罪",3,说明白一点呗，看着累,,2023-12-21 19:08:25,2023 / 中国大陆 / 剧情 犯罪 / 魏书钧 / 朱一龙 曾美慧孜
36538847,泰勒·斯威夫特：时代巡回演唱会,,https://dou.img.lithub.cc/movie/36538847.jpg,2023-12-31(中国大陆),https://movie.douban.com/subject/36538847/,9.2,"纪录片,音乐,歌舞",5,洋气！,,2023-12-19 23:31:11,2023 / 美国 / 纪录片 音乐 歌舞 真人秀 / 萨姆·伦奇 / 泰勒·斯威夫特 阿曼达·巴伦
35633650,坠落的审判,,https://dou.img.lithub.cc/movie/35633650.jpg,2024(中国大陆),https://movie.douban.com/subject/35633650/,8.5,"剧情,家庭",4,男的离不开女的，但发现女的可以没有这男的，所以？,,2023-12-18 23:26:15,2023 / 法国 / 剧情 家庭 / 茹斯汀·特里耶 / 桑德拉·惠勒 斯万·阿劳德
36140095,新闻女王,,https://dou.img.lithub.cc/movie/36140095.jpg,2023-11-17(中国大陆),https://movie.douban.com/subject/36140095/,7.9,剧情,4,李施嬅更耐看呢,,2023-12-10 14:41:34,2023 / 中国香港 中国大陆 / 剧情 / 陈海斌 姜振杰 / 佘诗曼 马国明
33456512,涉过愤怒的海,,https://dou.img.lithub.cc/movie/33456512.jpg,2023-11-25(中国大陆),https://movie.douban.com/subject/33456512/,7.5,"剧情,悬疑,犯罪",1,杠过用力刚猛的表演，哦，还被教育。,,2023-12-06 22:32:21,2023 / 中国大陆 / 剧情 悬疑 犯罪 / 曹保平 / 黄渤 周迅
25890005,山河故人,,https://dou.img.lithub.cc/movie/25890005.jpg,2015-10-30(中国大陆),https://movie.douban.com/subject/25890005/,8.1,"剧情,家庭",4,,,2023-12-02 23:07:10,2015 / 中国大陆 法国 日本 / 剧情 家庭 / 贾樟柯 / 赵涛 张译
35876202,非法正义,,https://dou.img.lithub.cc/movie/35876202.jpg,2023-11-08(韩国),https://movie.douban.com/subject/35876202/,7.6,"剧情,动作,惊悚",3,韩爽剧，有点审美疲劳,,2023-12-02 16:50:11,2023 / 韩国 / 剧情 动作 惊悚 犯罪 / 崔正烈 / 南柱赫 李浚赫
35932858,拾荒者统治,,https://dou.img.lithub.cc/movie/35932858.jpg,2023-10-19(美国),https://movie.douban.com/subject/35932858/,9.3,"剧情,科幻,动画",5,异想天开，引人思考，人与人，人与自然的关系,,2023-11-22 15:38:27,2023 / 美国 / 剧情 科幻 动画 冒险 / 约瑟夫·本奈特 查尔斯·胡特纳 文森特·徐 雷切尔·里德 克里斯汀·洁恩·申 迭戈·波拉尔 乔纳森·德乔布·恩孔多 / 苏妮特·玛尼 乌米·马萨库
35593344,奥本海默,,https://dou.img.lithub.cc/movie/35593344.jpg,2023-08-30(中国大陆),https://movie.douban.com/subject/35593344/,8.8,"剧情,传记,历史",5,人存在本身就是一个“悖论”,,2023-11-15 20:18:56,2023 / 美国 英国 / 剧情 传记 历史 / 克里斯托弗·诺兰 / 基里安·墨菲 艾米莉·布朗特
35410323,国民死刑投票,,https://dou.img.lithub.cc/movie/35410323.jpg,2023-08-10(韩国),https://movie.douban.com/subject/35410323/,7.4,"剧情,惊悚",3,,,2023-11-11 08:37:05,2023 / 韩国 / 剧情 惊悚 / 朴信宇 / 朴海镇 朴成雄
35765480,八角笼中,,https://dou.img.lithub.cc/movie/35765480.jpg,2023-07-06(中国大陆),https://movie.douban.com/subject/35765480/,7.3,"剧情,动作",2,,,2023-10-21 22:24:28,2023 / 中国大陆 / 剧情 动作 / 王宝强 / 王宝强 陈永胜
30454682,自由之声,,https://dou.img.lithub.cc/movie/30454682.jpg,2023-07-04(美国),https://movie.douban.com/subject/30454682/,7.9,"动作,传记,犯罪",3,,,2023-10-21 22:23:45,2023 / 美国 / 动作 传记 犯罪 / 亚历杭德罗·戈麦斯·蒙特维尔德 / 吉姆·卡维泽 比尔·坎普
36358109,再见爱人 第三季,,https://dou.img.lithub.cc/movie/36358109.jpg,2023-09-04(中国大陆),https://movie.douban.com/subject/36358109/,7.1,真人秀,4,当风光片看，五星！,,2023-10-21 15:23:53,2023 / 中国大陆 / 真人秀 / 刘乐 涂涵 / 胡彦斌 孙怡
33447633,坚如磐石,,https://dou.img.lithub.cc/movie/33447633.jpg,2023-09-28(中国大陆),https://movie.douban.com/subject/33447633/,6.4,"剧情,动作,犯罪",2,然后呢？,,2023-10-04 16:10:56,2023 / 中国大陆 / 剧情 动作 犯罪 / 张艺谋 / 雷佳音 张国立
35206436,超异能族,,https://dou.img.lithub.cc/movie/35206436.jpg,2023-08-09(韩国),https://movie.douban.com/subject/35206436/,8.9,"动作,爱情,悬疑",4,,,2023-10-04 15:53:58,2023 / 韩国 / 动作 爱情 悬疑 奇幻 / 朴仁载 / 柳承龙 韩孝周
35901878,疯狂元素城,,https://dou.img.lithub.cc/movie/35901878.jpg,2023-06-16(美国/中国大陆),https://movie.douban.com/subject/35901878/,7.1,"剧情,喜剧,科幻",5,现代童话，虽模式化,,2023-09-10 16:00:09,2023 / 美国 / 剧情 喜剧 科幻 动画 奇幻 冒险 / 彼得·孙 / 莉娅·刘易斯 马莫多·阿西
35733431,不要见怪,,https://dou.img.lithub.cc/movie/35733431.jpg,2023-06-15(中国香港),https://movie.douban.com/subject/35733431/,6.5,"喜剧,爱情",2,海里那场，哦，吓着小弟,,2023-09-10 15:59:31,2023 / 美国 / 喜剧 爱情 / 吉恩·斯图普尼兹基 / 詹妮弗·劳伦斯 安德鲁·巴特·费尔德曼
34963356,过往人生,,https://dou.img.lithub.cc/movie/34963356.jpg,2023-01-21(圣丹斯电影节),https://movie.douban.com/subject/34963356/,7.7,"剧情,爱情",4,淡淡的回忆,,2023-09-10 15:58:26,2023 / 美国 韩国 / 剧情 爱情 / 席琳·宋 / 格蕾塔·李 刘台午
35587662,装腔启示录,,https://dou.img.lithub.cc/movie/35587662.jpg,2023-08-18(中国大陆),https://movie.douban.com/subject/35587662/,8.2,"剧情,爱情",5,难得不作剧,,2023-09-10 15:55:40,2023 / 中国大陆 / 剧情 爱情 / 李漠 / 蔡文静 韩东君
36253896,十三邀 第七季,,https://dou.img.lithub.cc/movie/36253896.jpg,2023-03-01(中国大陆),https://movie.douban.com/subject/36253896/,9.4,脱口秀,5,,,2023-09-03 14:27:15,2023 / 中国大陆 / 脱口秀 / 许知远 蔡皋
36212784,别班,,https://dou.img.lithub.cc/movie/36212784.jpg,2023-07-16(日本),https://movie.douban.com/subject/36212784/,7.6,剧情,2,好乱,,2023-08-25 15:57:32,2023 / 日本 / 剧情 / 福泽克雄 / 堺雅人 阿部宽
35681326,假面女郎,,https://dou.img.lithub.cc/movie/35681326.jpg,2023-08-18(韩国),https://movie.douban.com/subject/35681326/,7.7,"喜剧,惊悚,犯罪",4,大爱黑白片段,,2023-08-21 08:04:03,2023 / 韩国 / 喜剧 惊悚 犯罪 / 金容勋 / 高贤贞 林珍娜
35013359,扫毒3：人在天涯,,https://dou.img.lithub.cc/movie/35013359.jpg,2023-07-06(中国大陆),https://movie.douban.com/subject/35013359/,5.6,"剧情,动作,犯罪",2,被台词笑到。,,2023-08-14 00:20:50,2023 / 中国大陆 中国香港 / 剧情 动作 犯罪 / 邱礼涛 / 刘青云 古天乐
35698284,关于我和鬼变成家人的那件事,,https://dou.img.lithub.cc/movie/35698284.jpg,2023-02-10(中国台湾),https://movie.douban.com/subject/35698284/,8.3,"喜剧,悬疑,同性",4,伟豪渣得好！,,2023-08-13 00:28:34,2022 / 中国台湾 / 喜剧 悬疑 同性 奇幻 / 程伟豪 / 许光汉 林柏宏
30325398,锵锵行天下 第一季,,https://dou.img.lithub.cc/movie/30325398.jpg,2018-09-16(中国大陆),https://movie.douban.com/subject/30325398/,9.1,脱口秀,5,世界那么大，值得出去看一看。,,2023-08-06 23:26:21,2018 / 中国大陆 / 脱口秀 / 温姬彦 苏雷 李丹彪 / 窦文涛 许子东
36424353,海妖的呼唤：火之岛生存战,,https://dou.img.lithub.cc/movie/36424353.jpg,2023-05-30(韩国),https://movie.douban.com/subject/36424353/,9.6,真人秀,5,只有敬佩！,,2023-08-03 23:32:08,2023 / 韩国 / 真人秀
35876191,欢迎来到王之国,,https://dou.img.lithub.cc/movie/35876191.jpg,2023-06-17(韩国),https://movie.douban.com/subject/35876191/,6.6,"喜剧,爱情",4,哎哟，这撒娇，伐得聊！,,2023-07-28 21:07:44,2023 / 韩国 / 喜剧 爱情 / 林贤旭 / 李俊昊 林允儿
35524438,命案,,https://dou.img.lithub.cc/movie/35524438.jpg,2023-04-20(中国香港),https://movie.douban.com/subject/35524438/,7.3,"剧情,犯罪",2,被教育,,2023-07-28 11:01:20,2023 / 中国香港 / 剧情 犯罪 / 郑保瑞 / 林家栋 杨乐文
35705832,八尺门的辩护人,,https://dou.img.lithub.cc/movie/35705832.jpg,2023-07-02(中国台湾),https://movie.douban.com/subject/35705832/,8.5,"剧情,悬疑",4,所以，最后还是sha了？,,2023-07-26 12:55:43,2023 / 中国台湾 / 剧情 悬疑 / 唐福睿 / 李铭顺 范逸臣
35724630,恶鬼,,https://dou.img.lithub.cc/movie/35724630.jpg,2023-06-23(韩国),https://movie.douban.com/subject/35724630/,7.7,"悬疑,惊悚",4,,,2023-07-24 11:03:51,2023 / 韩国 / 悬疑 惊悚 / 李正林 / 金泰梨 吴正世
35056376,惊天营救2,,https://dou.img.lithub.cc/movie/35056376.jpg,2023-06-16(美国网络),https://movie.douban.com/subject/35056376/,7.5,"动作,惊悚",3,黑帮有点菜,,2023-07-22 15:47:23,2023 / 美国 / 动作 惊悚 / 山姆·哈格雷夫 / 克里斯·海姆斯沃斯 格什菲·法拉哈尼
35813934,东北警察故事2,,https://dou.img.lithub.cc/movie/35813934.jpg,2023-07-08(中国大陆网络),https://movie.douban.com/subject/35813934/,7.2,"剧情,动作,犯罪",4,拳拳到肉！,,2023-07-21 08:28:36,2023 / 中国大陆 / 剧情 动作 犯罪 / 秦鹏飞 杨秉佳 / 谢苗 张皓森
3847188370,鲸,,https://img2.doubanio.com/view/photo/m_ratio_poster/public/p2885153371.jpg,2022-09-04(威尼斯电影节),https://movie.douban.com/subject/35312421/,8,"剧情,同性",4,女儿是生命最后的一道曙光,,2023-07-11 09:53:57,2022 / 美国 / 剧情 同性 / 达伦·阿伦诺夫斯基 / 布兰登·费舍 萨迪·辛克
3842476311,犯罪都市3,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2892046070.jpg,2023-05-31(韩国),https://movie.douban.com/subject/35807273/,6.7,"动作,犯罪",3,配个啤酒，流水片,,2023-07-07 09:15:11,2023 / 韩国 / 动作 犯罪 / 李相龙 / 马东锡 李浚赫
3842034499,羊毛战记 第一季,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2891167234.jpg,2023-05-05(美国),https://movie.douban.com/subject/35468745/,7.8,"剧情,科幻",4,额，10集开了个头！,,2023-07-06 21:51:21,2023 / 美国 / 剧情 科幻 / 莫滕·泰杜姆 / 丽贝卡·弗格森 大卫·奥伊罗
3835836676,消失的她,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2893270877.jpg,2023-06-22(中国大陆),https://movie.douban.com/subject/35660795/,6.6,"悬疑,犯罪",3,嗨剧，被倪妮惊艳,,2023-07-01 07:56:40,2022 / 中国大陆 / 悬疑 犯罪 / 崔睿 刘翔 / 朱一龙 倪妮
3827424806,猎犬,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2891962725.jpg,2023-06-09(韩国),https://movie.douban.com/subject/35481689/,6.9,"剧情,动作,惊悚",3,,,2023-06-23 01:09:58,2023 / 韩国 / 剧情 动作 惊悚 犯罪 运动 / 金周焕 / 禹棹焕 崔始源
3822915680,黑镜 第六季,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2891201448.jpg,2023-06-15(美国),https://movie.douban.com/subject/35901863/,7.5,"剧情,科幻,悬疑",4,黑到什么程度，看就是,,2023-06-18 13:45:04,2023 / 美国 / 剧情 科幻 悬疑 惊悚 / 阿丽·潘基乌 萨姆·米勒 约翰·克劳利 乌塔·布里兹维茨 托比·海恩斯 / 萨尔玛·海耶克 本·巴恩斯
3815835975,椒麻堂会,,https://img1.doubanio.com/view/photo/m_ratio_poster/public/p2666413657.jpg,2021-08-13(洛迦诺国际电影节),https://movie.douban.com/subject/27305997/,8.6,剧情,4,能看到就是幸运。,,2023-06-10 22:58:00,2021 / 中国香港 法国 / 剧情 / 邱炯炯 / 易思成 关南
3786190921,宇宙探索编辑部,,https://img9.doubanio.com/view/photo/m_ratio_poster/public/p2889865405.jpg,2023-04-01(中国大陆),https://movie.douban.com/subject/34941536/,8.2,"喜剧,科幻",3,充满幻象与隐喻，没怎么懂,,2023-05-13 15:40:11,2021 / 中国大陆 / 喜剧 科幻 / 孔大山 / 杨皓宇 艾丽娅
